# @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
# Peter Rasmussen: Lab 4
# Unsorted and sorted lists and sorted list performance metrics.
# Input file: /Users/peter/PycharmProjects/PRasmussenLab4/resources/inputs/ran1k.dat
# Output file: /Users/peter/PycharmProjects/PRasmussenLab4/resources/outputs/ran1k.csv

metric,unsorted,heap_sort,two_way_merge,three_way_merge,four_way_merge,natural_merge
948,988,949,949,949,949,949
949,998,950,950,950,950,950
950,771,951,951,951,951,951
951,568,952,952,952,952,952
952,316,953,953,953,953,953
953,76,954,954,954,954,954
954,326,955,955,955,955,955
955,126,956,956,956,956,956
956,738,957,957,957,957,957
957,952,958,958,958,958,958
958,983,959,959,959,959,959
959,573,960,960,960,960,960
960,2,961,961,961,961,961
961,778,962,962,962,962,962
962,614,963,963,963,963,963
963,544,964,964,964,964,964
964,984,965,965,965,965,965
965,444,966,966,966,966,966
966,517,967,967,967,967,967
967,120,968,968,968,968,968
968,634,969,969,969,969,969
969,785,970,970,970,970,970
970,802,971,971,971,971,971
971,717,972,972,972,972,972
972,182,973,973,973,973,973
973,921,974,974,974,974,974
974,770,975,975,975,975,975
975,219,976,976,976,976,976
976,578,977,977,977,977,977
977,868,978,978,978,978,978
978,932,979,979,979,979,979
979,678,980,980,980,980,980
980,847,981,981,981,981,981
981,383,982,982,982,982,982
982,933,983,983,983,983,983
983,127,984,984,984,984,984
984,730,985,985,985,985,985
985,100,986,986,986,986,986
986,251,987,987,987,987,987
987,379,988,988,988,988,988
988,558,989,989,989,989,989
989,194,990,990,990,990,990
990,408,991,991,991,991,991
991,547,992,992,992,992,992
992,641,993,993,993,993,993
993,311,994,994,994,994,994
994,696,995,995,995,995,995
995,217,996,996,996,996,996
996,362,997,997,997,997,997
997,128,998,998,998,998,998
998,1000,999,999,999,999,999
999,85,1000,1000,1000,1000,1000
