# @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
# Peter Rasmussen: Lab 4
# Unsorted and sorted lists and sorted list performance metrics.
# Input file: /Users/peter/PycharmProjects/PRasmussenLab4/resources/inputs/dup1k.dat
# Output file: /Users/peter/PycharmProjects/PRasmussenLab4/resources/outputs/dup1k.csv

metric,unsorted,heap_sort,two_way_merge,three_way_merge,four_way_merge,natural_merge
948,748,952,952,952,952,952
949,678,952,952,952,952,952
950,823,953,953,953,953,953
951,209,954,954,954,954,954
952,248,956,956,956,956,956
953,753,957,957,957,957,957
954,23,957,957,957,957,957
955,212,958,958,958,958,958
956,384,959,959,959,959,959
957,795,960,960,960,960,960
958,312,961,961,961,961,961
959,668,962,962,962,962,962
960,819,963,963,963,963,963
961,583,964,964,964,964,964
962,763,964,964,964,964,964
963,333,965,965,965,965,965
964,402,966,966,966,966,966
965,467,967,967,967,967,967
966,772,968,968,968,968,968
967,841,971,971,971,971,971
968,399,973,973,973,973,973
969,197,974,974,974,974,974
970,783,975,975,975,975,975
971,587,976,976,976,976,976
972,296,977,977,977,977,977
973,316,979,979,979,979,979
974,2,980,980,980,980,980
975,35,980,980,980,980,980
976,343,981,981,981,981,981
977,714,982,982,982,982,982
978,87,983,983,983,983,983
979,754,984,984,984,984,984
980,432,984,984,984,984,984
981,926,985,985,985,985,985
982,1000,986,986,986,986,986
983,671,986,986,986,986,986
984,923,988,988,988,988,988
985,279,988,988,988,988,988
986,258,989,989,989,989,989
987,843,990,990,990,990,990
988,368,991,991,991,991,991
989,361,992,992,992,992,992
990,211,994,994,994,994,994
991,250,994,994,994,994,994
992,893,994,994,994,994,994
993,782,994,994,994,994,994
994,353,995,995,995,995,995
995,932,996,996,996,996,996
996,60,997,997,997,997,997
997,296,998,998,998,998,998
998,30,999,999,999,999,999
999,933,1000,1000,1000,1000,1000
