# @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
# Peter Rasmussen, Lab 4
# Unsorted and sorted lists and sorted list performance metrics.
# Input file: /users/peter/PycharmProjects/PRasmussenLab4/resources/inputs/ran2k.dat
# Output file: /users/peter/PycharmProjects/PRasmussenLab4/resources/outputs/ran2k.csv

metric,unsorted,heap_sort,two_way_merge,three_way_merge,four_way_merge
1047,320,1048,1048,1048,1048
1048,1940,1049,1049,1049,1049
1049,145,1050,1050,1050,1050
1050,1263,1051,1051,1051,1051
1051,384,1052,1052,1052,1052
1052,1933,1053,1053,1053,1053
1053,721,1054,1054,1054,1054
1054,72,1055,1055,1055,1055
1055,1223,1056,1056,1056,1056
1056,731,1057,1057,1057,1057
1057,1243,1058,1058,1058,1058
1058,663,1059,1059,1059,1059
1059,704,1060,1060,1060,1060
1060,1753,1061,1061,1061,1061
1061,1007,1062,1062,1062,1062
1062,1995,1063,1063,1063,1063
1063,392,1064,1064,1064,1064
1064,127,1065,1065,1065,1065
1065,635,1066,1066,1066,1066
1066,1333,1067,1067,1067,1067
1067,1136,1068,1068,1068,1068
1068,882,1069,1069,1069,1069
1069,1992,1070,1070,1070,1070
1070,598,1071,1071,1071,1071
1071,851,1072,1072,1072,1072
1072,617,1073,1073,1073,1073
1073,1764,1074,1074,1074,1074
1074,1522,1075,1075,1075,1075
1075,1110,1076,1076,1076,1076
1076,575,1077,1077,1077,1077
1077,494,1078,1078,1078,1078
1078,1158,1079,1079,1079,1079
1079,451,1080,1080,1080,1080
1080,1028,1081,1081,1081,1081
1081,480,1082,1082,1082,1082
1082,45,1083,1083,1083,1083
1083,1515,1084,1084,1084,1084
1084,295,1085,1085,1085,1085
1085,441,1086,1086,1086,1086
1086,511,1087,1087,1087,1087
1087,825,1088,1088,1088,1088
1088,1061,1089,1089,1089,1089
1089,1762,1090,1090,1090,1090
1090,1,1091,1091,1091,1091
1091,1669,1092,1092,1092,1092
1092,1962,1093,1093,1093,1093
1093,926,1094,1094,1094,1094
1094,60,1095,1095,1095,1095
1095,1302,1096,1096,1096,1096
1096,1930,1097,1097,1097,1097
1097,1167,1098,1098,1098,1098
1098,1841,1099,1099,1099,1099
1099,1538,1100,1100,1100,1100
1100,1364,1101,1101,1101,1101
1101,111,1102,1102,1102,1102
1102,421,1103,1103,1103,1103
1103,1329,1104,1104,1104,1104
1104,1213,1105,1105,1105,1105
1105,824,1106,1106,1106,1106
1106,276,1107,1107,1107,1107
1107,1902,1108,1108,1108,1108
1108,500,1109,1109,1109,1109
1109,690,1110,1110,1110,1110
1110,1102,1111,1111,1111,1111
1111,546,1112,1112,1112,1112
1112,316,1113,1113,1113,1113
1113,632,1114,1114,1114,1114
1114,457,1115,1115,1115,1115
1115,933,1116,1116,1116,1116
1116,547,1117,1117,1117,1117
1117,143,1118,1118,1118,1118
1118,1909,1119,1119,1119,1119
1119,787,1120,1120,1120,1120
1120,987,1121,1121,1121,1121
1121,1469,1122,1122,1122,1122
1122,160,1123,1123,1123,1123
1123,90,1124,1124,1124,1124
1124,1666,1125,1125,1125,1125
1125,594,1126,1126,1126,1126
1126,1620,1127,1127,1127,1127
1127,984,1128,1128,1128,1128
1128,636,1129,1129,1129,1129
1129,414,1130,1130,1130,1130
1130,1366,1131,1131,1131,1131
1131,1077,1132,1132,1132,1132
1132,1257,1133,1133,1133,1133
1133,730,1134,1134,1134,1134
1134,402,1135,1135,1135,1135
1135,444,1136,1136,1136,1136
1136,223,1137,1137,1137,1137
1137,36,1138,1138,1138,1138
1138,113,1139,1139,1139,1139
1139,1235,1140,1140,1140,1140
1140,1193,1141,1141,1141,1141
1141,1325,1142,1142,1142,1142
1142,1635,1143,1143,1143,1143
1143,1120,1144,1144,1144,1144
1144,1390,1145,1145,1145,1145
1145,1628,1146,1146,1146,1146
1146,671,1147,1147,1147,1147
1147,550,1148,1148,1148,1148
1148,591,1149,1149,1149,1149
1149,1882,1150,1150,1150,1150
1150,1345,1151,1151,1151,1151
1151,1433,1152,1152,1152,1152
1152,1439,1153,1153,1153,1153
1153,1269,1154,1154,1154,1154
1154,1925,1155,1155,1155,1155
1155,1720,1156,1156,1156,1156
1156,1289,1157,1157,1157,1157
1157,1154,1158,1158,1158,1158
1158,225,1159,1159,1159,1159
1159,1772,1160,1160,1160,1160
1160,1742,1161,1161,1161,1161
1161,470,1162,1162,1162,1162
1162,1152,1163,1163,1163,1163
1163,424,1164,1164,1164,1164
1164,3,1165,1165,1165,1165
1165,648,1166,1166,1166,1166
1166,1251,1167,1167,1167,1167
1167,684,1168,1168,1168,1168
1168,1735,1169,1169,1169,1169
1169,628,1170,1170,1170,1170
1170,229,1171,1171,1171,1171
1171,1341,1172,1172,1172,1172
1172,1211,1173,1173,1173,1173
1173,504,1174,1174,1174,1174
1174,1546,1175,1175,1175,1175
1175,1566,1176,1176,1176,1176
1176,685,1177,1177,1177,1177
1177,1961,1178,1178,1178,1178
1178,714,1179,1179,1179,1179
1179,1220,1180,1180,1180,1180
1180,1336,1181,1181,1181,1181
1181,98,1182,1182,1182,1182
1182,1099,1183,1183,1183,1183
1183,1487,1184,1184,1184,1184
1184,238,1185,1185,1185,1185
1185,57,1186,1186,1186,1186
1186,664,1187,1187,1187,1187
1187,212,1188,1188,1188,1188
1188,797,1189,1189,1189,1189
1189,1284,1190,1190,1190,1190
1190,665,1191,1191,1191,1191
1191,1073,1192,1192,1192,1192
1192,306,1193,1193,1193,1193
1193,1931,1194,1194,1194,1194
1194,1142,1195,1195,1195,1195
1195,1971,1196,1196,1196,1196
1196,1256,1197,1197,1197,1197
1197,510,1198,1198,1198,1198
1198,1513,1199,1199,1199,1199
1199,913,1200,1200,1200,1200
1200,58,1201,1201,1201,1201
1201,623,1202,1202,1202,1202
1202,570,1203,1203,1203,1203
1203,459,1204,1204,1204,1204
1204,979,1205,1205,1205,1205
1205,242,1206,1206,1206,1206
1206,1574,1207,1207,1207,1207
1207,887,1208,1208,1208,1208
1208,879,1209,1209,1209,1209
1209,1221,1210,1210,1210,1210
1210,530,1211,1211,1211,1211
1211,465,1212,1212,1212,1212
1212,134,1213,1213,1213,1213
1213,1583,1214,1214,1214,1214
1214,528,1215,1215,1215,1215
1215,1353,1216,1216,1216,1216
1216,388,1217,1217,1217,1217
1217,81,1218,1218,1218,1218
1218,237,1219,1219,1219,1219
1219,767,1220,1220,1220,1220
1220,672,1221,1221,1221,1221
1221,760,1222,1222,1222,1222
1222,1155,1223,1223,1223,1223
1223,1461,1224,1224,1224,1224
1224,89,1225,1225,1225,1225
1225,1531,1226,1226,1226,1226
1226,367,1227,1227,1227,1227
1227,1492,1228,1228,1228,1228
1228,896,1229,1229,1229,1229
1229,1122,1230,1230,1230,1230
1230,1587,1231,1231,1231,1231
1231,894,1232,1232,1232,1232
1232,283,1233,1233,1233,1233
1233,1767,1234,1234,1234,1234
1234,1117,1235,1235,1235,1235
1235,1159,1236,1236,1236,1236
1236,1597,1237,1237,1237,1237
1237,319,1238,1238,1238,1238
1238,916,1239,1239,1239,1239
1239,1529,1240,1240,1240,1240
1240,51,1241,1241,1241,1241
1241,1926,1242,1242,1242,1242
1242,1279,1243,1243,1243,1243
1243,1874,1244,1244,1244,1244
1244,1068,1245,1245,1245,1245
1245,396,1246,1246,1246,1246
1246,1316,1247,1247,1247,1247
1247,1187,1248,1248,1248,1248
1248,42,1249,1249,1249,1249
1249,1041,1250,1250,1250,1250
1250,1924,1251,1251,1251,1251
1251,574,1252,1252,1252,1252
1252,1646,1253,1253,1253,1253
1253,368,1254,1254,1254,1254
1254,1975,1255,1255,1255,1255
1255,996,1256,1256,1256,1256
1256,484,1257,1257,1257,1257
1257,1113,1258,1258,1258,1258
1258,405,1259,1259,1259,1259
1259,601,1260,1260,1260,1260
1260,1457,1261,1261,1261,1261
1261,1076,1262,1262,1262,1262
1262,1173,1263,1263,1263,1263
1263,508,1264,1264,1264,1264
1264,161,1265,1265,1265,1265
1265,809,1266,1266,1266,1266
1266,624,1267,1267,1267,1267
1267,1017,1268,1268,1268,1268
1268,805,1269,1269,1269,1269
1269,1954,1270,1270,1270,1270
1270,1906,1271,1271,1271,1271
1271,1883,1272,1272,1272,1272
1272,201,1273,1273,1273,1273
1273,1726,1274,1274,1274,1274
1274,1864,1275,1275,1275,1275
1275,952,1276,1276,1276,1276
1276,362,1277,1277,1277,1277
1277,909,1278,1278,1278,1278
1278,17,1279,1279,1279,1279
1279,1802,1280,1280,1280,1280
1280,239,1281,1281,1281,1281
1281,1413,1282,1282,1282,1282
1282,710,1283,1283,1283,1283
1283,1889,1284,1284,1284,1284
1284,427,1285,1285,1285,1285
1285,1459,1286,1286,1286,1286
1286,974,1287,1287,1287,1287
1287,425,1288,1288,1288,1288
1288,357,1289,1289,1289,1289
1289,1455,1290,1290,1290,1290
1290,965,1291,1291,1291,1291
1291,158,1292,1292,1292,1292
1292,20,1293,1293,1293,1293
1293,330,1294,1294,1294,1294
1294,381,1295,1295,1295,1295
1295,1456,1296,1296,1296,1296
1296,1913,1297,1297,1297,1297
1297,474,1298,1298,1298,1298
1298,340,1299,1299,1299,1299
1299,622,1300,1300,1300,1300
1300,718,1301,1301,1301,1301
1301,1485,1302,1302,1302,1302
1302,1011,1303,1303,1303,1303
1303,1157,1304,1304,1304,1304
1304,305,1305,1305,1305,1305
1305,139,1306,1306,1306,1306
1306,144,1307,1307,1307,1307
1307,1835,1308,1308,1308,1308
1308,831,1309,1309,1309,1309
1309,296,1310,1310,1310,1310
1310,254,1311,1311,1311,1311
1311,1721,1312,1312,1312,1312
1312,462,1313,1313,1313,1313
1313,481,1314,1314,1314,1314
1314,257,1315,1315,1315,1315
1315,1060,1316,1316,1316,1316
1316,770,1317,1317,1317,1317
1317,152,1318,1318,1318,1318
1318,701,1319,1319,1319,1319
1319,50,1320,1320,1320,1320
1320,310,1321,1321,1321,1321
1321,890,1322,1322,1322,1322
1322,1843,1323,1323,1323,1323
1323,753,1324,1324,1324,1324
1324,1460,1325,1325,1325,1325
1325,1408,1326,1326,1326,1326
1326,377,1327,1327,1327,1327
1327,1160,1328,1328,1328,1328
1328,450,1329,1329,1329,1329
1329,1796,1330,1330,1330,1330
1330,1974,1331,1331,1331,1331
1331,1514,1332,1332,1332,1332
1332,28,1333,1333,1333,1333
1333,1015,1334,1334,1334,1334
1334,207,1335,1335,1335,1335
1335,446,1336,1336,1336,1336
1336,94,1337,1337,1337,1337
1337,1866,1338,1338,1338,1338
1338,1545,1339,1339,1339,1339
1339,448,1340,1340,1340,1340
1340,1355,1341,1341,1341,1341
1341,1698,1342,1342,1342,1342
1342,758,1343,1343,1343,1343
1343,912,1344,1344,1344,1344
1344,1980,1345,1345,1345,1345
1345,567,1346,1346,1346,1346
1346,1699,1347,1347,1347,1347
1347,638,1348,1348,1348,1348
1348,1000,1349,1349,1349,1349
1349,1875,1350,1350,1350,1350
1350,1840,1351,1351,1351,1351
1351,436,1352,1352,1352,1352
1352,1294,1353,1353,1353,1353
1353,1943,1354,1354,1354,1354
1354,1010,1355,1355,1355,1355
1355,243,1356,1356,1356,1356
1356,443,1357,1357,1357,1357
1357,637,1358,1358,1358,1358
1358,681,1359,1359,1359,1359
1359,1146,1360,1360,1360,1360
1360,1317,1361,1361,1361,1361
1361,1205,1362,1362,1362,1362
1362,85,1363,1363,1363,1363
1363,1489,1364,1364,1364,1364
1364,1059,1365,1365,1365,1365
1365,39,1366,1366,1366,1366
1366,893,1367,1367,1367,1367
1367,66,1368,1368,1368,1368
1368,1618,1369,1369,1369,1369
1369,1937,1370,1370,1370,1370
1370,1150,1371,1371,1371,1371
1371,1585,1372,1372,1372,1372
1372,910,1373,1373,1373,1373
1373,1065,1374,1374,1374,1374
1374,1649,1375,1375,1375,1375
1375,1298,1376,1376,1376,1376
1376,1203,1377,1377,1377,1377
1377,449,1378,1378,1378,1378
1378,1905,1379,1379,1379,1379
1379,1872,1380,1380,1380,1380
1380,995,1381,1381,1381,1381
1381,986,1382,1382,1382,1382
1382,963,1383,1383,1383,1383
1383,532,1384,1384,1384,1384
1384,975,1385,1385,1385,1385
1385,1996,1386,1386,1386,1386
1386,898,1387,1387,1387,1387
1387,709,1388,1388,1388,1388
1388,1563,1389,1389,1389,1389
1389,1581,1390,1390,1390,1390
1390,148,1391,1391,1391,1391
1391,1186,1392,1392,1392,1392
1392,1987,1393,1393,1393,1393
1393,759,1394,1394,1394,1394
1394,1043,1395,1395,1395,1395
1395,804,1396,1396,1396,1396
1396,1510,1397,1397,1397,1397
1397,971,1398,1398,1398,1398
1398,531,1399,1399,1399,1399
1399,1312,1400,1400,1400,1400
1400,1402,1401,1401,1401,1401
1401,391,1402,1402,1402,1402
1402,1901,1403,1403,1403,1403
1403,385,1404,1404,1404,1404
1404,463,1405,1405,1405,1405
1405,1274,1406,1406,1406,1406
1406,1755,1407,1407,1407,1407
1407,1416,1408,1408,1408,1408
1408,208,1409,1409,1409,1409
1409,853,1410,1410,1410,1410
1410,1202,1411,1411,1411,1411
1411,79,1412,1412,1412,1412
1412,957,1413,1413,1413,1413
1413,1665,1414,1414,1414,1414
1414,38,1415,1415,1415,1415
1415,1212,1416,1416,1416,1416
1416,261,1417,1417,1417,1417
1417,1809,1418,1418,1418,1418
1418,634,1419,1419,1419,1419
1419,68,1420,1420,1420,1420
1420,1615,1421,1421,1421,1421
1421,920,1422,1422,1422,1422
1422,1648,1423,1423,1423,1423
1423,1756,1424,1424,1424,1424
1424,837,1425,1425,1425,1425
1425,1403,1426,1426,1426,1426
1426,1838,1427,1427,1427,1427
1427,841,1428,1428,1428,1428
1428,200,1429,1429,1429,1429
1429,644,1430,1430,1430,1430
1430,735,1431,1431,1431,1431
1431,343,1432,1432,1432,1432
1432,1395,1433,1433,1433,1433
1433,157,1434,1434,1434,1434
1434,1307,1435,1435,1435,1435
1435,453,1436,1436,1436,1436
1436,1624,1437,1437,1437,1437
1437,1870,1438,1438,1438,1438
1438,1559,1439,1439,1439,1439
1439,1823,1440,1440,1440,1440
1440,737,1441,1441,1441,1441
1441,23,1442,1442,1442,1442
1442,1088,1443,1443,1443,1443
1443,1861,1444,1444,1444,1444
1444,707,1445,1445,1445,1445
1445,589,1446,1446,1446,1446
1446,26,1447,1447,1447,1447
1447,1920,1448,1448,1448,1448
1448,559,1449,1449,1449,1449
1449,1248,1450,1450,1450,1450
1450,227,1451,1451,1451,1451
1451,810,1452,1452,1452,1452
1452,1786,1453,1453,1453,1453
1453,1517,1454,1454,1454,1454
1454,1480,1455,1455,1455,1455
1455,775,1456,1456,1456,1456
1456,1241,1457,1457,1457,1457
1457,273,1458,1458,1458,1458
1458,888,1459,1459,1459,1459
1459,954,1460,1460,1460,1460
1460,251,1461,1461,1461,1461
1461,119,1462,1462,1462,1462
1462,1151,1463,1463,1463,1463
1463,1824,1464,1464,1464,1464
1464,880,1465,1465,1465,1465
1465,1411,1466,1466,1466,1466
1466,1340,1467,1467,1467,1467
1467,1258,1468,1468,1468,1468
1468,1898,1469,1469,1469,1469
1469,861,1470,1470,1470,1470
1470,724,1471,1471,1471,1471
1471,1275,1472,1472,1472,1472
1472,285,1473,1473,1473,1473
1473,1845,1474,1474,1474,1474
1474,1663,1475,1475,1475,1475
1475,1651,1476,1476,1476,1476
1476,1988,1477,1477,1477,1477
1477,915,1478,1478,1478,1478
1478,1631,1479,1479,1479,1479
1479,516,1480,1480,1480,1480
1480,179,1481,1481,1481,1481
1481,962,1482,1482,1482,1482
1482,1737,1483,1483,1483,1483
1483,1239,1484,1484,1484,1484
1484,253,1485,1485,1485,1485
1485,1639,1486,1486,1486,1486
1486,955,1487,1487,1487,1487
1487,1740,1488,1488,1488,1488
1488,1729,1489,1489,1489,1489
1489,1511,1490,1490,1490,1490
1490,1287,1491,1491,1491,1491
1491,778,1492,1492,1492,1492
1492,15,1493,1493,1493,1493
1493,538,1494,1494,1494,1494
1494,259,1495,1495,1495,1495
1495,1654,1496,1496,1496,1496
1496,46,1497,1497,1497,1497
1497,165,1498,1498,1498,1498
1498,281,1499,1499,1499,1499
1499,838,1500,1500,1500,1500
1500,1606,1501,1501,1501,1501
1501,1163,1502,1502,1502,1502
1502,1972,1503,1503,1503,1503
1503,1503,1504,1504,1504,1504
1504,1766,1505,1505,1505,1505
1505,744,1506,1506,1506,1506
1506,1565,1507,1507,1507,1507
1507,1078,1508,1508,1508,1508
1508,1570,1509,1509,1509,1509
1509,1677,1510,1510,1510,1510
1510,826,1511,1511,1511,1511
1511,513,1512,1512,1512,1512
1512,353,1513,1513,1513,1513
1513,780,1514,1514,1514,1514
1514,948,1515,1515,1515,1515
1515,270,1516,1516,1516,1516
1516,649,1517,1517,1517,1517
1517,1691,1518,1518,1518,1518
1518,1979,1519,1519,1519,1519
1519,1519,1520,1520,1520,1520
1520,586,1521,1521,1521,1521
1521,135,1522,1522,1522,1522
1522,1533,1523,1523,1523,1523
1523,1090,1524,1524,1524,1524
1524,265,1525,1525,1525,1525
1525,1896,1526,1526,1526,1526
1526,103,1527,1527,1527,1527
1527,431,1528,1528,1528,1528
1528,743,1529,1529,1529,1529
1529,1484,1530,1530,1530,1530
1530,1682,1531,1531,1531,1531
1531,1717,1532,1532,1532,1532
1532,1754,1533,1533,1533,1533
1533,1959,1534,1534,1534,1534
1534,33,1535,1535,1535,1535
1535,1527,1536,1536,1536,1536
1536,1997,1537,1537,1537,1537
1537,469,1538,1538,1538,1538
1538,1752,1539,1539,1539,1539
1539,1897,1540,1540,1540,1540
1540,1625,1541,1541,1541,1541
1541,755,1542,1542,1542,1542
1542,118,1543,1543,1543,1543
1543,82,1544,1544,1544,1544
1544,1685,1545,1545,1545,1545
1545,1006,1546,1546,1546,1546
1546,1214,1547,1547,1547,1547
1547,1555,1548,1548,1548,1548
1548,1810,1549,1549,1549,1549
1549,791,1550,1550,1550,1550
1550,1828,1551,1551,1551,1551
1551,1733,1552,1552,1552,1552
1552,189,1553,1553,1553,1553
1553,609,1554,1554,1554,1554
1554,705,1555,1555,1555,1555
1555,1951,1556,1556,1556,1556
1556,747,1557,1557,1557,1557
1557,1036,1558,1558,1558,1558
1558,1445,1559,1559,1559,1559
1559,1210,1560,1560,1560,1560
1560,1360,1561,1561,1561,1561
1561,561,1562,1562,1562,1562
1562,37,1563,1563,1563,1563
1563,774,1564,1564,1564,1564
1564,529,1565,1565,1565,1565
1565,1429,1566,1566,1566,1566
1566,1442,1567,1567,1567,1567
1567,1138,1568,1568,1568,1568
1568,1955,1569,1569,1569,1569
1569,930,1570,1570,1570,1570
1570,691,1571,1571,1571,1571
1571,1393,1572,1572,1572,1572
1572,364,1573,1573,1573,1573
1573,652,1574,1574,1574,1574
1574,1291,1575,1575,1575,1575
1575,997,1576,1576,1576,1576
1576,35,1577,1577,1577,1577
1577,1344,1578,1578,1578,1578
1578,1283,1579,1579,1579,1579
1579,1650,1580,1580,1580,1580
1580,1990,1581,1581,1581,1581
1581,109,1582,1582,1582,1582
1582,202,1583,1583,1583,1583
1583,1488,1584,1584,1584,1584
1584,739,1585,1585,1585,1585
1585,1008,1586,1586,1586,1586
1586,1568,1587,1587,1587,1587
1587,13,1588,1588,1588,1588
1588,763,1589,1589,1589,1589
1589,641,1590,1590,1590,1590
1590,1922,1591,1591,1591,1591
1591,1784,1592,1592,1592,1592
1592,1799,1593,1593,1593,1593
1593,1821,1594,1594,1594,1594
1594,2000,1595,1595,1595,1595
1595,1591,1596,1596,1596,1596
1596,677,1597,1597,1597,1597
1597,950,1598,1598,1598,1598
1598,587,1599,1599,1599,1599
1599,682,1600,1600,1600,1600
1600,1499,1601,1601,1601,1601
1601,93,1602,1602,1602,1602
1602,614,1603,1603,1603,1603
1603,1537,1604,1604,1604,1604
1604,112,1605,1605,1605,1605
1605,1310,1606,1606,1606,1606
1606,1738,1607,1607,1607,1607
1607,772,1608,1608,1608,1608
1608,844,1609,1609,1609,1609
1609,1170,1610,1610,1610,1610
1610,1273,1611,1611,1611,1611
1611,1424,1612,1612,1612,1612
1612,661,1613,1613,1613,1613
1613,496,1614,1614,1614,1614
1614,1265,1615,1615,1615,1615
1615,1946,1616,1616,1616,1616
1616,1890,1617,1617,1617,1617
1617,216,1618,1618,1618,1618
1618,1438,1619,1619,1619,1619
1619,408,1620,1620,1620,1620
1620,1964,1621,1621,1621,1621
1621,418,1622,1622,1622,1622
1622,198,1623,1623,1623,1623
1623,1204,1624,1624,1624,1624
1624,1652,1625,1625,1625,1625
1625,1266,1626,1626,1626,1626
1626,627,1627,1627,1627,1627
1627,1477,1628,1628,1628,1628
1628,1847,1629,1629,1629,1629
1629,773,1630,1630,1630,1630
1630,217,1631,1631,1631,1631
1631,1965,1632,1632,1632,1632
1632,1165,1633,1633,1633,1633
1633,568,1634,1634,1634,1634
1634,1436,1635,1635,1635,1635
1635,1288,1636,1636,1636,1636
1636,1718,1637,1637,1637,1637
1637,1103,1638,1638,1638,1638
1638,1253,1639,1639,1639,1639
1639,1305,1640,1640,1640,1640
1640,110,1641,1641,1641,1641
1641,603,1642,1642,1642,1642
1642,108,1643,1643,1643,1643
1643,518,1644,1644,1644,1644
1644,1414,1645,1645,1645,1645
1645,886,1646,1646,1646,1646
1646,524,1647,1647,1647,1647
1647,106,1648,1648,1648,1648
1648,1441,1649,1649,1649,1649
1649,1378,1650,1650,1650,1650
1650,1382,1651,1651,1651,1651
1651,728,1652,1652,1652,1652
1652,1711,1653,1653,1653,1653
1653,341,1654,1654,1654,1654
1654,745,1655,1655,1655,1655
1655,1025,1656,1656,1656,1656
1656,924,1657,1657,1657,1657
1657,832,1658,1658,1658,1658
1658,811,1659,1659,1659,1659
1659,102,1660,1660,1660,1660
1660,1719,1661,1661,1661,1661
1661,1145,1662,1662,1662,1662
1662,621,1663,1663,1663,1663
1663,1967,1664,1664,1664,1664
1664,1116,1665,1665,1665,1665
1665,250,1666,1666,1666,1666
1666,1481,1667,1667,1667,1667
1667,1018,1668,1668,1668,1668
1668,905,1669,1669,1669,1669
1669,1237,1670,1670,1670,1670
1670,1968,1671,1671,1671,1671
1671,803,1672,1672,1672,1672
1672,726,1673,1673,1673,1673
1673,1272,1674,1674,1674,1674
1674,725,1675,1675,1675,1675
1675,1075,1676,1676,1676,1676
1676,1887,1677,1677,1677,1677
1677,815,1678,1678,1678,1678
1678,1850,1679,1679,1679,1679
1679,358,1680,1680,1680,1680
1680,1854,1681,1681,1681,1681
1681,376,1682,1682,1682,1682
1682,869,1683,1683,1683,1683
1683,1730,1684,1684,1684,1684
1684,489,1685,1685,1685,1685
1685,1616,1686,1686,1686,1686
1686,1108,1687,1687,1687,1687
1687,248,1688,1688,1688,1688
1688,1885,1689,1689,1689,1689
1689,1632,1690,1690,1690,1690
1690,693,1691,1691,1691,1691
1691,1714,1692,1692,1692,1692
1692,542,1693,1693,1693,1693
1693,1634,1694,1694,1694,1694
1694,868,1695,1695,1695,1695
1695,1134,1696,1696,1696,1696
1696,497,1697,1697,1697,1697
1697,1715,1698,1698,1698,1698
1698,610,1699,1699,1699,1699
1699,1052,1700,1700,1700,1700
1700,1886,1701,1701,1701,1701
1701,154,1702,1702,1702,1702
1702,184,1703,1703,1703,1703
1703,580,1704,1704,1704,1704
1704,16,1705,1705,1705,1705
1705,321,1706,1706,1706,1706
1706,188,1707,1707,1707,1707
1707,639,1708,1708,1708,1708
1708,1879,1709,1709,1709,1709
1709,1536,1710,1710,1710,1710
1710,1836,1711,1711,1711,1711
1711,1893,1712,1712,1712,1712
1712,1877,1713,1713,1713,1713
1713,1516,1714,1714,1714,1714
1714,813,1715,1715,1715,1715
1715,435,1716,1716,1716,1716
1716,1190,1717,1717,1717,1717
1717,1700,1718,1718,1718,1718
1718,991,1719,1719,1719,1719
1719,1021,1720,1720,1720,1720
1720,1610,1721,1721,1721,1721
1721,1131,1722,1722,1722,1722
1722,164,1723,1723,1723,1723
1723,590,1724,1724,1724,1724
1724,1311,1725,1725,1725,1725
1725,1304,1726,1726,1726,1726
1726,1222,1727,1727,1727,1727
1727,331,1728,1728,1728,1728
1728,1404,1729,1729,1729,1729
1729,1148,1730,1730,1730,1730
1730,1121,1731,1731,1731,1731
1731,1252,1732,1732,1732,1732
1732,918,1733,1733,1733,1733
1733,1918,1734,1734,1734,1734
1734,48,1735,1735,1735,1735
1735,1673,1736,1736,1736,1736
1736,486,1737,1737,1737,1737
1737,514,1738,1738,1738,1738
1738,141,1739,1739,1739,1739
1739,1109,1740,1740,1740,1740
1740,819,1741,1741,1741,1741
1741,792,1742,1742,1742,1742
1742,206,1743,1743,1743,1743
1743,1453,1744,1744,1744,1744
1744,1761,1745,1745,1745,1745
1745,240,1746,1746,1746,1746
1746,1888,1747,1747,1747,1747
1747,539,1748,1748,1748,1748
1748,829,1749,1749,1749,1749
1749,78,1750,1750,1750,1750
1750,966,1751,1751,1751,1751
1751,1688,1752,1752,1752,1752
1752,105,1753,1753,1753,1753
1753,92,1754,1754,1754,1754
1754,687,1755,1755,1755,1755
1755,174,1756,1756,1756,1756
1756,706,1757,1757,1757,1757
1757,1398,1758,1758,1758,1758
1758,1763,1759,1759,1759,1759
1759,1486,1760,1760,1760,1760
1760,1525,1761,1761,1761,1761
1761,1195,1762,1762,1762,1762
1762,588,1763,1763,1763,1763
1763,287,1764,1764,1764,1764
1764,834,1765,1765,1765,1765
1765,488,1766,1766,1766,1766
1766,551,1767,1767,1767,1767
1767,91,1768,1768,1768,1768
1768,53,1769,1769,1769,1769
1769,836,1770,1770,1770,1770
1770,1526,1771,1771,1771,1771
1771,934,1772,1772,1772,1772
1772,491,1773,1773,1773,1773
1773,1401,1774,1774,1774,1774
1774,1827,1775,1775,1775,1775
1775,231,1776,1776,1776,1776
1776,1658,1777,1777,1777,1777
1777,88,1778,1778,1778,1778
1778,673,1779,1779,1779,1779
1779,1206,1780,1780,1780,1780
1780,1321,1781,1781,1781,1781
1781,1174,1782,1782,1782,1782
1782,1104,1783,1783,1783,1783
1783,1039,1784,1784,1784,1784
1784,503,1785,1785,1785,1785
1785,1440,1786,1786,1786,1786
1786,1911,1787,1787,1787,1787
1787,1939,1788,1788,1788,1788
1788,124,1789,1789,1789,1789
1789,1379,1790,1790,1790,1790
1790,133,1791,1791,1791,1791
1791,163,1792,1792,1792,1792
1792,150,1793,1793,1793,1793
1793,1112,1794,1794,1794,1794
1794,840,1795,1795,1795,1795
1795,1912,1796,1796,1796,1796
1796,1991,1797,1797,1797,1797
1797,771,1798,1798,1798,1798
1798,929,1799,1799,1799,1799
1799,41,1800,1800,1800,1800
1800,12,1801,1801,1801,1801
1801,32,1802,1802,1802,1802
1802,445,1803,1803,1803,1803
1803,658,1804,1804,1804,1804
1804,864,1805,1805,1805,1805
1805,719,1806,1806,1806,1806
1806,1114,1807,1807,1807,1807
1807,761,1808,1808,1808,1808
1808,863,1809,1809,1809,1809
1809,439,1810,1810,1810,1810
1810,1942,1811,1811,1811,1811
1811,1696,1812,1812,1812,1812
1812,1806,1813,1813,1813,1813
1813,393,1814,1814,1814,1814
1814,972,1815,1815,1815,1815
1815,1448,1816,1816,1816,1816
1816,769,1817,1817,1817,1817
1817,129,1818,1818,1818,1818
1818,953,1819,1819,1819,1819
1819,696,1820,1820,1820,1820
1820,1791,1821,1821,1821,1821
1821,1063,1822,1822,1822,1822
1822,401,1823,1823,1823,1823
1823,1839,1824,1824,1824,1824
1824,578,1825,1825,1825,1825
1825,903,1826,1826,1826,1826
1826,131,1827,1827,1827,1827
1827,1781,1828,1828,1828,1828
1828,1793,1829,1829,1829,1829
1829,126,1830,1830,1830,1830
1830,267,1831,1831,1831,1831
1831,1218,1832,1832,1832,1832
